Beta 5.0% Down,Alpha 5.0% Down,Beta,Alpha,zip_code,zpid
0.1570012093192397,-0.1732638380137773,-0.0144500374634117,0.0075518686588106,32904,43457644
-1.5634624345304204,-0.3300281717073642,-0.0240680589719047,0.0063464193734061,32904,43457657
2.847216585408581,0.0683451735830041,0.1410649972706705,0.0035866823213008,32751,2094597601
-1.0361386221423647,0.1471679515743589,-0.0311693316050516,0.0064158450426962,33445,46760004
1.0531631271065969,-0.1682859512066116,-0.0316825579150593,0.0054916991696481,33445,46761531
-5.063673108319678,0.3551653938237523,-0.0040454921089943,0.0049205582903495,33445,46757217
-0.219817942840147,0.041831461611263,-0.0121975806070388,0.0066380065503191,33445,46758670
-0.077811485226522,0.0357574627608979,0.0050960544741882,0.0076673531849212,33445,46757547
-0.0095580695406182,0.0169926810663873,0.0515649535257476,-0.0011746381233896,33445,46760627
0.1553570716217452,0.0345616005534738,0.0550585120166138,0.0067525722231774,33445,46756905
-1.2257639125953863,-0.0255431648252583,0.3317201909653537,0.0156238982646083,33445,46760418
-0.6816559710983502,-0.0072399580025984,0.0303174433226273,0.0074379765984497,33445,46771574
-0.0993058471331521,-0.1545301889431704,0.0109915609171063,0.0041742516520261,33445,46760330
0.1446247757650082,0.030116620329873,0.0075328925508827,0.0069515500569648,33445,46756852
3.438459255629819,0.907143622682162,-0.0383045020847445,-0.0018850038429703,33445,46760679
-4.374437091231682,-0.8222006846444586,0.0171257616243056,0.0035318442331667,33445,46760113
-0.4027110484552736,0.0102399056080771,-0.01043758841477,-0.0016017460881786,33445,46760671
0.0250326872276213,0.0366655438972039,0.0166118318496532,0.0068473436564797,33445,46757094
0.1601327636529358,0.0377536347725602,0.0046466480951069,0.0066084255196713,33445,46771560
0.0446911726415447,0.0319585472621471,0.0262567937043411,0.0067295337692001,33445,46757221
-0.0240883294406092,0.0295566671199718,-0.0333024120244644,0.0063500204779802,33445,46773547
1.8689341937919093,-0.1281305382691132,0.0192140556888971,0.0032666958280563,33445,46762106
5.411226197341479,-0.0166372812537366,-0.0196273722895439,0.0046554852363829,33445,46759879
-0.0277810490548757,-0.3957476875795886,-0.013933914745485,0.0031917418088542,33445,46762081
2.7074491369947538,0.1341463489069492,0.042422139602064,-0.0029551452646881,33445,46760945
-0.7318307234736917,0.0524859057378483,0.0022143794653922,0.003761001026353,33445,46758132
0.0411333452419154,-0.0297348817718825,-0.0060301147672347,0.0050573783231932,33445,46604883
-1.7635397876061196,-0.2105027150537384,-0.0109712532670333,0.003675285664953,33445,46758043
0.2134704780173282,0.0380398655331841,0.0320735994588587,0.0074222312239992,33445,46771218
-8.558735157064405,-0.2284976003158861,0.0090057497984936,-0.0042362801459624,33445,46759371
0.0728639800451625,0.5011194835169885,-0.0115873780746148,0.0053897774600905,33445,46774357
19.63263949224173,1.0400477373035568,0.0384611107354555,-0.0025218428717991,33445,46761800
0.2362435402139041,0.0154430248535018,-0.0531730268883828,-0.0006760785637576,33445,46760637
0.68561902722599,0.0157362863373831,-0.0279460385387394,0.008668307342929,33445,46780891
1.10990089848795,-0.1572571008735169,-0.0008684154308058,0.0020704769157293,33445,46761915
0.6653997684729438,0.0488479917586578,0.137735480182217,0.010161297499616,33445,46756949
-2.1905151208318268,0.018808389449491,-0.1558330535058197,0.0227367849942382,33445,46760605
2.0912771929331795,0.1458160354620079,0.0045988019729871,0.0053439487861641,33445,46771853
4.293405335920453,0.0354100652025129,0.0238194345172493,0.0046558797233028,33445,46759715
0.0939403435659018,0.0449583411719431,-0.0152164675912584,0.0063417944268025,33445,46758383
0.2234905055892295,0.0388856295859292,0.0349939350148972,0.0069855960541724,33445,46780188
3.32364637763757,0.8501543680312361,-0.0013300339365373,0.0033395853455406,33445,46761965
-0.2825520971959425,0.0410849096235452,-0.0527234198079091,0.0092157736049382,33445,46759237
3.139458142110508,-0.7865935007884777,0.0796881957844067,0.0052064873625451,33445,46759780
-26.58362550183027,-0.8804989098827829,-0.0686031156989136,-0.0013159021625591,33445,46760733
0.2363510394024211,0.0243745756265529,0.0160745805925317,0.0052792118586874,33445,46759567
-0.5337457390111726,0.0327208235862244,0.0074249176653594,0.0032779436563708,33445,62854468
0.3138936650240754,0.0042042463624114,0.0337086176889282,0.0038715926541281,33445,46764081
0.0837739929759569,0.0116983677888087,0.0331449552904014,-0.0013271697415753,33445,46760574
0.8010598014880872,-0.178643323101257,-0.0189632772378135,0.0034251794138562,33445,46763925
2.026016492124728,0.0387468698833458,0.265324726478201,0.0044681063459039,33445,46763034
0.5024132313144283,-0.0060628731305066,0.0950283486303857,0.015694815290677,33445,46760648
0.7715500967057208,0.0419169406876621,0.0348319022757981,0.0054113070642865,33445,46759858
-5.638510033072141,-0.0786392808458404,0.0537371531738599,-0.0036183150096327,33445,46760698
